NPI Number,Hospital Name,IDN
1033215504,Eastside Psychiatric Hospital,
1336146141,Noland Hospital Tuscaloosa,Noland Health Services
1942265327,Lincoln County Hospital,
1770515165,Bacharach Institute for Rehabilitation (Closed),
1841215985,Wellstone Regional Hospital,Universal Health Services
1912063280,Extended Care of Southwest Louisiana (Memorial Specialty Hospital - Closed),Lake Charles Memorial Health System
1770546020,Matheny Medical and Educational Center (FKA Matheny School & Hospital),
1740358878,Westboro State Hospital (Closed 2010-01-01),
1447233424,Clarks Summit State Hospital,
1407884059,Aspire Health Alliance (FKA South Shore Mental Health),
1366415085,Encompass Health Rehabilitation Hospital of Sewickley (FKA HealthSouth Rehabilitation Hospital of Sewickley),Encompass Health Corporation (FKA HealthSouth)
1528061827,MedStar National Rehabilitation Hospital,MedStar Health
1932168416,KPC Promise Hospital of Vicksburg (FKA Promise Hospital of Vicksburg),KPC Group (AKA KPC Healthcare)
1265413405,Woodlawn Hospital,
1306933692,Little River Healthcare - Rockdale Hospital (FKA Little River Healthcare - Richards Memorial Hospital - Closed),Little River Healthcare (Closed)
1609091693,Central Texas Rehabilitation Hospital,Ascension Seton (AKA Seton Healthcare Family)
1164512083,Quincy Valley Medical Center,
1245242486,Regional Hospital for Respiratory & Complex Care (AKA Regional Hospital - Closed - Merged with Highline Medical Center),Virginia Mason Franciscan Health (FKA CHI Franciscan Health)
1912965021,Providence St Elias Specialty Hospital,Providence Health & Services - Alaska
1295708683,Willapa Harbor Hospital,
1871549949,Psychiatric Institute of Washington,Universal Health Services
1760468623,Walter P Carter Center (Closed 2009-10-01),
1417016825,KidsPeace Childrens Hospital - Kidspeace Orchard Hills Campus,
1295709954,Yuma Rehabilitation Hospital,Encompass Health Corporation (FKA HealthSouth)
1972577815,Encompass Health Rehabilitation Hospital of Lakeview (FKA HealthSouth Lakeview Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1528154481,Mildred Mitchell-Bateman Hospital,West Virginia Bureau for Behavioral Health and Health Facilities
1295781227,Riceland Medical Center (FKA Winnie Community Hospital),
1679521868,Select Specialty Hospital - Madison,Select Medical Corporation
1982600680,Four Winds Westchester,Four Winds Hospitals
1265473110,Holliswood Hospital (Closed),
1619034154,Bronx Psychiatric Center,New York State Office of Mental Health
1053522987,Psychiatric Hospital of San Diego County,
1679541031,Circles of Care,
1740286616,Ashley Medical Center,
1780231563,PAM Health Specialty Hospital of San Antonio Medical Center (FKA LifeCare Hospitals of San Antonio),PAM Health (FKA Post Acute Medical)
1114916954,Ramapo Ridge Behavioral Health (FKA Ramapo Ridge Psychiatric Hospital),Christian Health
1093781544,Peachford Hospital,Universal Health Services
1679916530,Lifecare Health Partners of South Texas - South Campus (Closed 2017-06-01),LifeCare Health Partners (Closed)
1205935012,Childrens of Alabama,
1720084734,Columbus Specialty Hospital,
1811997919,Corpus Christi Specialty Hospital (Closed 2012-07-01),
1508258823,Cardinal Hill Rehabilitation Hospital,Encompass Health Corporation (FKA HealthSouth)
,Kindred Hospital Delaware County (Closed),Kindred Healthcare (Closed)
1730287319,West Hills Behavioral Health Hospital (Closed 2021-12-20),Universal Health Services
1912131319,West Central Georgia Regional Hospital,Georgia Department of Behavioral Health and Developmental Disabilities (AKA Central State Hospital - System)
1275533747,Select Specialty Hospital - St Louis,Select Medical Corporation
1841354677,Texas Center for Infectious Disease (FKA San Antonio State Chest Hospital),Texas Department of State Health Services
,Benton Rehabilitation Hospital (Closed),
1871680496,Tewksbury Hospital,Bureau of Public Health Hospitals
1811937139,St Vincents Behavioral Health Westport,Hartford HealthCare (AKA Hartford Healthcare Corporation)
1194743013,Childrens Medical Center Dallas,Childrens Health (FKA Childrens Medical Center Dallas)
1619337425,Kindred Hospital - Colorado Springs (Closed),Kindred Healthcare (Closed)
1497752091,Providence St Lukes Rehabilitation Institute (FKA St Lukes Rehabilitation Institute),Providence Health & Services - Washington
1336103811,Haxtun Hospital District (AKA Haxtun Health),
1437102993,Scheurer Hospital,
,William S Hall Psychiatric Institute,South Carolina Department of Mental Health
1114928926,Emory Long Term Acute Care (FKA DeKalb Medical Long Term Acute Care at Downtown Decatur),Emory Healthcare
1922094770,New Mexico Rehabilitation Center,New Mexico Department of Health
1346249372,Select Specialty Hospital - Fort Smith,Select Medical Corporation
1992108153,Devereux Advanced Behavioral Health - Texas League City,Devereux Advanced Behavioral Health
1013959857,Vibra Hospital of Denver,Vibra Healthcare
1194978940,Kindred Hospital Northern Indiana (Closed),Kindred Healthcare (Closed)
1326233586,Elkhorn Valley Rehabilitation Hospital,Ernest Health
1215901970,Van Matre Encompass Health Rehabilitation Hospital (FKA Van Matre HealthSouth Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1225484082,Springbrook Behavioral Health,
1932472255,Sanford Bagley Medical Center,Sanford Health
1003010158,Marian Center at St Joseph Villa,
1962583328,Lanai Community Hospital,Maui Health System
1861598633,Kingwood Pines Hospital,Universal Health Services
1346260692,Munson Healthcare Charlevoix Hospital (FKA Charlevoix Area Hospital),Munson Healthcare
1952308363,UCLA Resnick Neuropsychiatric Hospital (Closing 2026),UCLA Health System (AKA UCLA Health)
1417948407,Mental Health Services for Clark County,
1477534089,Hospital for Special Care,
1346209137,St Marys Good Samaritan Hospital,St Marys Health Care System (GA)
1598710964,Ascension St Vincent - Seton,St Vincent Health
1457379448,Dayton Childrens Hospital,
1760455687,Skyline Hospital,
1548320435,Benewah Community Hospital,
1144236571,INTEGRIS Bass Baptist Health Center,INTEGRIS Health
1417124959,North Caddo Medical Center,
1669490603,Pershing General Hospital,
1053456400,Mammoth Hospital,
1740223882,Madison Valley Hospital,
1265402390,Floyd County Medical Center,
1538166343,Noland Hospital Anniston,Noland Health Services
1447352836,Gillette Childrens St Paul Campus (FKA Gillette Childrens Specialty Health),
1033161948,Cleveland Clinic Childrens Hospital for Rehabilitation,Cleveland Clinic Health System
1891769998,Heartland Behavioral Healthcare Hospital,Ohio Department of Mental Health & Addiction Services
1508802489,Oregon State Hospital - Salem,Oregon Health Authority
1285635425,Hanover Hospital,
1790942381,Optim Medical Center - Tattnall,Optim Healthcare (AKA Optim Health System)
1790739779,Retreat Doctors Hospital,HCA Capital Division - HCA Virginia Health System
1013993559,Kindred Hospital El Paso,ScionHealth
1033207675,Arkansas Extended Care Hospital - Fort Smith (AKA CHRISTUS DUBUIS Hospital of Fort Smith),CHRISTUS Dubuis Health System (AKA CHRISTUS Continuing Care)
1578543468,Select Specialty Hospital - Willingboro (FKA Acuity Specialty Hospital of Southern New Jersey),Select Medical Corporation
1265489736,Spaulding Rehabilitation Hospital Cape Cod,Spaulding Rehabilitation Network
1578676409,Ellinwood District Hospital,Great Plains Health Alliance (AKA GPHA)
1750328662,Langdon Prairie Health (FKA Cavalier County Memorial Hospital and Clinics),
1376526111,Torrance State Hospital,
1194736587,Kalamazoo Psychiatric Hospital,Michigan Department of Health & Human Services
1619973468,Decatur County Hospital (AKA Decatur Health Systems),
1407887193,Medicine Lodge Memorial Hospital,Great Plains Health Alliance (AKA GPHA)
1780684548,Community Memorial Hospital,UnityPoint Health Waterloo (FKA Allen Health System)
,Healthsouth Dallas Rehab (Closed 2008-10-31),Encompass Health Corporation (FKA HealthSouth)
1992904163,Select Specialty Hospital - Gainesville,Select Medical Corporation
1700853041,Wellstar Windy Hill Hospital,Wellstar Health System
1053762484,PAM Health Specialty Hospital of Stoughton (FKA CuraHealth Hospital - Stoughton),PAM Health (FKA Post Acute Medical)
1174021695,UT Health Rehabilitation Hospital,UT Health East Texas (FKA East Texas Medical Center Regional Healthcare System)
1033294723,Kindred Hospital La Mirada,ScionHealth
1396745246,BridgePoint Continuing Care Hospital - EJGH Campus (FKA Saint Theresa Specialty Hospital - East Jefferson Campus - Closed),BridgePoint Healthcare (FKA Specialty Hospitals of Washington)
1811330947,PAM Health Specialty Hospital of Rocky Mount (FKA LifeCare Hospitals of North Carolina),PAM Health (FKA Post Acute Medical)
1124545819,Inspire Specialty Hospital (FKA Midwest City Specialty Hospital),
1992851182,Kindred Hospital East Houston (Closed),Kindred Healthcare (Closed)
1417957200,Select Specialty Hospital - Little Rock (Closed),Select Medical Corporation
1902806722,Select Specialty Hospital - Knoxville,Select Medical Corporation
1518964345,Lincoln Trail Behavioral Health System,Universal Health Services
1104879444,Northwest Missouri Psychiatric Rehabilitation Center,Missouri Department of Mental Health
1083934756,UMRH Ascension (FKA South Baton Rouge Rehabilitation Hospital),United Medical Physical Rehabilitation Hospitals
1194750216,Kindred Rehabilitation Hospital Arlington (Closed),Kindred Healthcare (Closed)
1669469805,Nashville Rehabilitation Hospital (Closed),
1780789115,Pathways Behavioral Health of Tennessee (AKA Pathways - Jackson - Summar Dr),West Tennessee Healthcare
1104899814,Encompass Health Rehabilitation Hospital of Mechanicsburg (FKA HealthSouth Rehabilitation Hospital of Mechanicsburg),Encompass Health Corporation (FKA HealthSouth)
1457435893,Memphis Mental Health Institute,Tennessee Department of Mental Health and Substance Abuse
1194869297,Middle Tennessee Mental Health Institute,Tennessee Department of Mental Health and Substance Abuse
1811075484,Kindred Hospital Albuquerque,ScionHealth
1275700189,UMRH New Orleans,United Medical Physical Rehabilitation Hospitals
1023079092,Northern Idaho Advanced Care Hospital,Ernest Health
1700886652,Select Specialty Hospital - Battle Creek,Select Medical Corporation
1619984218,NYC Health and Hospitals - Coler (Closed),NYC Health and Hospitals (FKA New York City Health and Hospitals Corporation)
1528009248,Woodlands Behavioral Center LLC (Closed),
1699110155,PAM Health Specialty Hospital of Tulsa (FKA Kindred Hospital Tulsa),PAM Health (FKA Post Acute Medical)
1114991593,Encompass Health Rehabilitation Hospital of North Alabama (FKA Healthsouth Rehab of North Alabama),Encompass Health Corporation (FKA HealthSouth)
1225439821,PAM Health Specialty Hospital of Texarkana (FKA Dubuis Hospital of Texarkana - North),PAM Health (FKA Post Acute Medical)
1902824576,CHI St Alexius Health Williston Medical Center,CHI St Alexius Health (FKA St Alexius Medical Center System)
1598830267,Northern Colorado Long Term Acute Hospital,Ernest Health
1962402719,Select Specialty Hospital - Central Kentucky (FKA Select Specialty Hospital - Lexington),Select Medical Corporation
1215962782,John Muir Health - Behavioral Health Center,John Muir Health
1063486710,Encompass Health Rehabilitation Hospital of Las Vegas (FKA Healthsouth Rehabilitation Hospital of Las Vegas),Encompass Health Corporation (FKA HealthSouth)
1144381245,Harbor Oaks Hospital,Acadia Healthcare
1285648287,Centerstone Bradenton (FKA Manatee Glens Hospital),Centerstone
1568425650,Aultman Specialty Hospital (FKA Acute Care Specialty Hospital),Aultman Health Foundation
1174890487,Montevista Hospital (Closed),Strategic Behavioral Health (Closed)
1053312090,CHRISTUS Santa Rosa - New Braunfels,CHRISTUS Santa Rosa Health System
1588632624,Richwood Area Community Hospital (Closed 2008-06-01),
1457568594,Physicians - Carraway Medical Center (Closed 2008-01-01),
1083787345,Advanced Care Hospital of Southern New Mexico,Ernest Health
1316911068,CHRISTUS Trinity Mother Frances Rehabilitation Hospital,Encompass Health Corporation (FKA HealthSouth)
1245389535,Lifecare Hospitals of Shreveport - Main Campus (Closed),LifeCare Health Partners (Closed)
1912395203,Cornerstone Specialty Hospitals Austin,Cornerstone Healthcare Group
1609873215,AMG Specialty Hospital - Las Vegas (FKA Progressive Hospital),AMG Integrated Healthcare Management
1083104004,PAM Specialty Hospital of Lufkin (FKA Health Memorial Specialty Hospital at CHI St Lukes Health - Closed),PAM Health (FKA Post Acute Medical)
1114925047,Lost Rivers Medical Center,
1841344991,Hamilton Center,
1770972275,Cornerstone Specialty Hospitals Southwest Louisiana,Cornerstone Healthcare Group
1518967280,Select Specialty Hospital - Gulf Coast (FKA Select Specialty Hospital - Gulfport),Select Medical Corporation
1134121387,Commonwealth Medical Center (Closed 2008-12-01),
1568667137,Depaul Healthcare Systems at Angela Jane Pavilion Rehab Hospital (Closed - No Longer Inpatient Hospital),
1295822484,KPC Promise Hospital of Overland Park (FKA Promise Hospital of Overland Park),KPC Group (AKA KPC Healthcare)
,Regency Hospital of NW Arkansas (Closed),Select Medical Corporation
1740693316,Las Palmas Del Sol Rehabilitation Hospital East (FKA Highlands Rehabilitation Hospital),HCA Central & West Texas Division - Las Palmas Del Sol Healthcare
1669428785,Living Hope Texarkana (Closed 2008-01-01),
1134204720,Kindred Hospital North Florida,ScionHealth
1790736767,George E Weems Memorial Hospital,Alliant Management Services
1861577306,Kindred Hospital South Florida Ft Lauderdale,ScionHealth
1699844654,Kindred Hospital - Dallas (Closed),Kindred Healthcare (Closed)
1124051701,Poplar Springs Hospital,Universal Health Services
1043457583,Memorial Hermann Rehabilitation Hospital - Katy,Memorial Hermann Health System
1417950445,Broadview Christian Science Nursing,
1972511921,San Antonio State Hospital,Texas Department of State Health Services
1831158328,Mid Jefferson Extended Care Hospital,Priority Hospital Group
1578871679,Central State Hospital,Kentucky Cabinet for Health and Family Services
1073658605,Phillips County Hospital,
1194722389,Select Specialty Hospital - Augusta,Select Medical Corporation
1861708836,Hillside Rehabilitation Hospital,Steward Health Care System
1659469328,Kindred Hospital Easton (Closed 2014-04-01),Kindred Healthcare (Closed)
1053311597,Select Specialty Hospital - South Dakota,Select Medical Corporation
1043263080,Kapiolani Medical Center for Women & Children,Hawaii Pacific Health
1881694230,Select Specialty Hospital - Downriver,Select Medical Corporation
1619910460,Linden Oaks Behavioral Health,Edward-Elmhurst Health
1649325119,Rockefeller University Hospital,
1629152749,Eureka Community Health Services Avera,Avera Health
1982658035,Silver Hill Hospital,
1851305296,Sanford Clear Lake Medical Center,Sanford Health
1700874062,Riverside Medical Center,
1043215437,Shoshone Medical Center,
1366442006,Continuous Care Center (Closed),
1487656294,Regency Hospital of Florence (AKA Regency Florence),Select Medical Corporation
1831440106,Encompass Health Rehabilitation Hospital of San Juan (FKA HealthSouth Rehabilitation Hospital of San Juan),Encompass Health Corporation (FKA HealthSouth)
1194799023,New England Rehabilitation Hospital of Portland,MaineHealth
1952374654,Encompass Health Rehabilitation Hospital of Columbia,Encompass Health Corporation (FKA HealthSouth)
1346241213,Pocahontas Community Hospital,UnityPoint Health Fort Dodge (FKA Trinity Health Systems)
1467440602,Eastern State Hospital,Washington State Department of Social and Health Services
1710985064,Laureate Psychiatric Clinic and Hospital,Saint Francis Health System
1174647515,Snowden at Fredericksburg,Mary Washington Healthcare
1700270113,Larkin Community Hospital Behavioral Health Services,Larkin Health System
1316944184,Allied Services Scranton Rehab Hospital,Allied Services Integrated Health System
1265410047,Magee Rehabilitation Hospital,Jefferson Health
1265736342,Agnews Developmental Center (Closed 2009-01-01),
1861491334,New Hampshire Hospital,New Hampshire Department of Health & Human Services
1912988734,Sarah Bush Lincoln Fayette County Hospital,Sarah Bush Lincoln Health System
1447302013,Regency Hospital of Toledo (AKA Regency Toledo),Select Medical Corporation
1033378187,Touro Rehabilitation Center (Closed - Now Rehab Unit of Touro Infirmary),Touro Infirmary Health System
1457313827,Kailo LTAC (FKA Crowley Rehab Hospital - Closed),
1114115417,Fern Lodge,
1235235805,Lynn House of Potomac Valley,
1003161100,UH Rainbow Babies & Childrens Hospital,University Hospitals Health System
1740295591,Sedgwick County Health Center,
1609872431,CHI Lisbon Health,CHI Health (FKA Alegent Creighton Health)
1619916822,Streamwood Behavioral Healthcare System Hospital,Universal Health Services
1912947748,Brooks Rehabilitation Hospital - University Campus,Brooks Rehabilitation
1407800469,Hospital Metropolitano Psiquiatrico (AKA Cabo Rojo Metropolitan Psychiatric Hospital),Metro Pavia Health System
,Vital Source Rehab Hospital (Closed),
1699749341,Encompass Health Rehabilitation Hospital of City View (FKA Healthsouth Rehab of Cityview),Encompass Health Corporation (FKA HealthSouth)
1043210495,Select Specialty Hospital - Youngstown,Select Medical Corporation
1689781346,Northeastern Center,
1356552806,Physicians Behavioral Hospital,
1033777479,Northshore Extended Care Hospital (FKA St Catherine Memorial Hospital),Ochsner Health System
1982674560,CHI St Alexius Health Garrison Hospital,CHI St Alexius Health (FKA St Alexius Medical Center System)
1174598817,Encompass Health Rehabilitation Hospital of Harmarville (FKA HealthSouth Harmarville Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1447250105,Select Specialty Hospital - Milwaukee West Allis,Select Medical Corporation
1750392502,Cumberland Hall Hospital,Universal Health Services
1437253085,Calhoun Liberty Hospital,Alliant Management Services
1508920356,Ascension Sacred Heart Rehabilitation Hospital,Ascension Wisconsin (FKA Ascension Wheaton Franciscan Healthcare)
1598712903,Select Specialty Hospital - Quad Cities,Select Medical Corporation
1235447970,St Lukes McCall Medical Center,St Lukes Health System (Boise ID)
1518165760,St Elizabeths Hospital,
1134655731,West Tennessee Healthcare Rehabilitation Hospital Cane Creek (FKA Spire Cane Creek Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1962403386,Promise Hospital of San Diego (Closed),Promise Healthcare (Closed)
1952350944,Sutter Center for Psychiatry,Sutter Health
1215364682,Encompass Health Rehabilitation Hospital of New England (FKA HealthSouth New England Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1497795892,Research Psychiatric Center,HCA Mid America Division (AKA HCA Midwest Health)
1801154513,Acuity Specialty Hospital of Arizona at Sun City (FKA Restora Hospital of Sun City - Closed 2015-09-01),Acuity Healthcare (Closed - Merged with Select Medical Corporation)
1508186735,RML Specialty Hospital Chicago (FKA Bethany Hospital),Advocate Health Care
1255374799,Good Shepherd Rehabilitation Hospital - Allentown,Good Shepherd Rehabilitation Network
1306903042,Worcester Recovery Center and Hospital (FKA Worcester State Hospital),Massachusetts Bureau of Public Health Facilities
1457324170,Encompass Health Rehabilitation Hospital of Reading (FKA HealthSouth Reading Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1104821461,Madison County Memorial Hospital,
1124027586,South Dakota Human Services Center,
1447245857,Billings Clinic Broadwater (FKA Broadwater Health Center),Billings Clinic Health System
1548212988,Cincinnati Childrens Burnet Campus,Cincinnati Childrens Hospital Medical Center
1265406565,DSH - Metropolitan (FKA Metropolitan LA State Hospital),California Department of State Hospitals (FKA California Department of Mental Health)
1699770149,Muenster Memorial Hospital,
1801889035,Eleanor Slater Hospital,Rhode Island Department of Behavioral Healthcare Developmental Disabilities and Hospitals
1679560866,Martin County Hospital,
1821087230,Logan County Hospital,
1407900343,Chicago Read Mental Health Center,Illinois Department of Human Services
1487628145,Encompass Health Rehabilitation Hospital of North Memphis - Partner of Methodist Healthcare (FKA HealthSouth Rehabilitation Hospital-North),Encompass Health Corporation (FKA HealthSouth)
1487712493,North Shore Health (FKA Cook County North Shore Hospital),
1316917222,Fuller Hospital (FKA Arbour - Fuller Memorial Hospital),Universal Health Services
1407839822,Cuba Memorial Hospital,Kaleida Health
1386640084,Four Winds Saratoga,Four Winds Hospitals
1790856375,Mount Carmel Guild Behavioral Healthcare (Closed),
1447233317,Norristown State Hospital,
1104878792,Fulton State Hospital,Missouri Department of Mental Health
1508819202,Beacon Behavioral Hospital LLC - Northshore (FKA Magnolia Behavioral Healthcare),Beacon Behavioral Health
1376611103,Keokuk County Health Center,
1770543761,Kindred Hospital Paramount (FKA Promise Hospital of East Los Angeles),ScionHealth
1619368339,Muleshoe Area Medical Center,Preferred Management Healthcare Specialists
1831140979,Lillian M Hudspeth Memorial Hospital,
1154361814,Arbor Health Morton Hospital (FKA Morton General Hospital),
1386961480,CHOC Childrens at Mission Hospital (AKA CHOC at Mission Hospital),CHOC Childrens
1366477903,Cedarcrest Regional Hospital (Closed 2010-01-01),
1699790485,Spartanburg Hospital for Restorative Care,Spartanburg Regional Healthcare System
1568532273,Lemuel Shattuck Hospital,Bureau of Public Health Hospitals
1861447526,Southeast Missouri Mental Health Center,Missouri Department of Mental Health
1972501021,Northern Nevada Adult Mental Health,
1912984451,IU Health Paoli Hospital (FKA Bloomington Hospital of Orange County),Indiana University Health (AKA IU Health)
1114962842,PAM Health Specialty Hospital of Luling,PAM Health (FKA Post Acute Medical)
1659373470,Regency Hospital of Odessa (Closed 2012-10-01),Select Medical Corporation
1811941263,Aurora Sinai Medical Center of Aurora Health Care Metro,Aurora Health Care
1578865861,West Gables Rehabilitation Hospital,Select Medical Corporation
1083708689,Dover Behavioral Health System,Universal Health Services
1518930619,The Pavilion Hospital (AKA the Pavilion Behavioral Health System),Universal Health Services
1548233257,Encompass Health Rehabilitation Hospital of Tallahassee (FKA Healthsouth Rehab of Tallahassee),Encompass Health Corporation (FKA HealthSouth)
1497751135,Adventist HealthCare Shady Grove Medical Center - Mental Health,Adventist HealthCare (MD)
1538132253,Encompass Health Rehabilitation Hospital of Northern Kentucky (FKA HealthSouth Northern Kentucky Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1861614224,Greenwood Regional Rehabilitation Hospital,Ernest Health
1205824208,CHRISTUS Coushatta Health Care Center,CHRISTUS Health Shreveport - Bossier Health System (FKA Christus Health Shreveport Health System)
1750485488,Providence Valdez Medical Center,Providence Health & Services - Alaska
1134128911,Dayton General Hospital (AKA Columbia County Health System),
1073524690,Odessa Memorial Healthcare Center,
1992729461,East Adams Rural Hospital (AKA East Adams Rural Healthcare),
1962406389,Cascade Medical Center,
1801896683,Boundary Community Hospital,
1851390561,Kirkbride Center,
1699776146,Dorothea Dix Psychiatric Center (FKA Bangor Mental Health Institute),
1861510521,Hardeman County Memorial Hospital,
1316918048,Brook Lane Psychiatric Center,
1063030963,JD McCarty Center for Children with Developmental Disabilities (FKA JD McCarty Handicapped Center),
1942266515,Hospital for Extended Recovery,Sentara Healthcare
1053335836,Spaulding Hospital for Continuing Care North Shore (Closed 2015-07-31),Spaulding Rehabilitation Network
1457403966,Lancaster Rehabilitation Hospital,Penn Medicine Lancaster General Health (FKA Lancaster General Health)
1578650768,Llano Specialty Hospital (Southwest Regional Specialty Hospital - Closed),Fundamental Long-Term Care Holdings
1154735686,Gateway Rehabilitation Hospital,Vibra Healthcare
1598964157,Select Specialty Hospital - Pensacola,Select Medical Corporation
1114040128,Encompass Health Rehabilitation Hospital of Fredericksburg,Encompass Health Corporation (FKA HealthSouth)
1164627808,Brattleboro Retreat,
1003858390,Calvary Hospital - Bronx Campus,ArchCare Health System
1992814826,Riverside Rehabilitation Hospital,Riverside Health System
1558436006,Vibra Specialty Hospital of Portland,Vibra Healthcare
1083660658,Northwestern Medicine Marianjoy Rehabilitation Hospital,Northwestern Medicine (AKA Northwestern Memorial Healthcare)
1063543908,Centerstone (Closed - No Longer Offers Inpatient Services),Centerstone
1427111574,Soldiers Home In Holyoke (Closed - No Longer A Hospital),Massachusetts Bureau of Public Health Facilities
1316974645,Encompass Health Rehabilitation Hospital of Desert Canyon (FKA Healthsouth Desert Canyon Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1578518239,St Louis Forensic Treatment Center - South (FKA St Louis Psychiatric Rehabilitation Center),Missouri Department of Mental Health
1619918075,Baptist Memorial Hospital - Yazoo (FKA Kings Daughters Hospital),Baptist Memorial Health Care Corporation
1366813586,Aspire Health Partners (FKA Lakeside Behavioral Healthcare),
1710962014,Rice County District Hospital,Great Plains Health Alliance (AKA GPHA)
1114951324,Patients Choice Medical Center of Humphreys County (Closed),
1134280860,Nelson County Health System Hospital,
1982850178,River Oaks Children and Adolescent Hospital,River Oaks Hospital Health System
1689618324,Sheridan Community Hospital,
1225130487,Community Behavioral Health Hospital - Annandale,Minnesota Department of Human Services
1467510743,Kauai Veterans Memorial Hospital (AKA West Kauai Medical Center),Hawaii Health Systems Corp (AKA HHSC)
1518957141,Deers Head Hospital Center,Maryland Department of Health
1548269590,Chillicothe Hospital District (Closed),
1326071093,Virginia Beach Psychiatric Center,Universal Health Services
1437620358,Lifeways Hospital Boise (FKA Safe Haven Hospital of Treasure Valley),
1386779304,El Paso Behavioral Health System (FKA University Behavioral Health of El Paso),Universal Health Services
1194758623,BHC Alhambra Hospital,Universal Health Services
1780680637,Select Specialty Hospital - Ann Arbor,Select Medical Corporation
1255448247,Southeast Regional Medical Center (Closed - Closed),
1023011657,Sweeny Community Hospital,
1730137753,Gaylord Hospital (AKA Gaylord Specialty Healthcare),
1861785024,Lifecare Hospitals of Mechanicsburg (Closed),LifeCare Health Partners (Closed)
1164580700,North Valley Hospital,
1427468362,Roosevelt Warm Springs Long Term Acute Hospital,Augusta University Health (FKA Georgia Regents Health System)
1225016595,College Hospital Cerritos,College Health Enterprises
1437112687,Lane County Hospital,Great Plains Health Alliance (AKA GPHA)
1285164046,Monroe Regional Hospital (FKA Pioneer Community Hospital of Aberdeen),Boa Vida Healthcare
1194787465,M Health Fairview Bethesda Hospital (FKA Bethesda Hospital),M Health Fairview (FKA Fairview Health Services)
1699749531,Baton Rouge Rehab Hospital,
1811960537,Encompass Health Rehabilitation Hospital of York (FKA HealthSouth Rehabilitation Hospital of York),Encompass Health Corporation (FKA HealthSouth)
1306818265,Moccasin Bend Mental Health Institute,Tennessee Department of Mental Health and Substance Abuse
1598834566,Kindred Hospital - Fort Worth (Closed),Kindred Healthcare (Closed)
1043206543,Eastern Louisiana Mental Health System (AKA East Lousiana State Hospital),Louisiana Department of Health & Hospitals - Office of Behavioral Health
1295739258,Rankin County Hospital District (AKA Rankin Hospital),
1548247489,Ascension St John Nowata (FKA Jane Phillips Nowata Health Center),Ascension St John Health System (FKA St John Health System)
1841258589,Childrens Hospital of Richmond at VCU - Brook Road Campus,VCU Health
1760892657,Roosevelt Warm Springs Rehabilitation Hospital,Augusta University Health (FKA Georgia Regents Health System)
1902849516,Community Memorial Hospital,Sanford Health
1306952726,MultiCare - Mary Bridge Childrens Hospital,MultiCare Health System
1821042268,Radius Specialty Hospital (Closed),
1316197767,Crane Memorial Hospital (AKA Crane County Hospital District),
1689720435,Cascade Medical Center,
1821066820,Lynn County Hospital,
1124061882,Jackson County Hospital,
1588732747,Community Mental Health Center,
1508883299,Walter P Reuther Psychiatric Hospital,Michigan Department of Health & Human Services
1174171573,Kindred Hospital - North Houston (Closed),Kindred Healthcare (Closed)
1093713521,Select Specialty Hospital - Northeast New Jersey,Select Medical Corporation
1720088370,Select Specialty Hospital - Pontiac,Select Medical Corporation
1164493847,Fred Hutchinson Cancer Center (FKA Seattle Cancer Care Alliance),
1679857585,Mobile Bay Rehabilitation Hospital (FKA Mercy Medical - Closed 2014-12-01),
1871695973,Stanton County Hospital,
1801844527,Mt Grant General Hospital,
1467425173,Encompass Health Rehabilitation Hospital of Utah (FKA HealthSouth Rehabilitation Hospital of Utah),Encompass Health Corporation (FKA HealthSouth)
1104813484,Northern Colorado Rehabilitation Hospital,Ernest Health
1427048743,Red River Hospital,Acadia Healthcare
1629468137,Belmont Behavioral Hospital,Acadia Healthcare
1629155502,Ancora Psychiatric Hospital,New Jersey Division of Mental Health Services (DHS)
1346630589,Cornerstone Specialty Hospitals Little Rock (FKA Allegiance Specialty Hospital of Little Rock),Cornerstone Healthcare Group
1104097021,The Brook Hospital - KMI,The Brook Hospitals
1750332482,Rehab Hospital Permian Basin (Closed 2008-01-01),
1508205741,Vibra Hospital of Fargo (FKA Kindred Hospital Fargo),Vibra Healthcare
1982961439,Valley Behavioral Health System (FKA Vista Health Fort Smith),Acadia Healthcare
1932278140,Oceans Behavioral Hospital Deridder,Oceans Healthcare
1861492670,Select Specialty Hospital - Longview,Select Medical Corporation
1184771586,Lower Oconee Community Hospital (Closed),
1043284706,Encompass Health Rehabilitation Hospital of Tustin (FKA HealthSouth Tustin Rehabilitation Hospital),Encompass Health Corporation (FKA HealthSouth)
1417032996,Kindred Hospital Indianapolis South (Closed),Kindred Healthcare (Closed)
1447329461,Kindred Hospital Wyoming Valley (Closed),Kindred Healthcare (Closed)
1801822440,Michiana Behavioral Health,Universal Health Services
1033112230,St Jude Childrens Research Hospital (AKA St Jude Childrens Hospital),
